detid,flow,city
10008009,218.65646202544642,munich
10008010,145.35273335210098,munich
10008011,166.98910306701933,munich
10008012,206.76845038713884,munich
10008013,157.27633290916899,munich
10010001,134.96251468621833,munich
10010002,331.7512424248289,munich
10010004,48.38609847892337,munich
10010005,95.24338804813254,munich
10010006,83.72772489865523,munich
10010008,277.67848116937773,munich
10010009,257.94695290802207,munich
10011001,121.92006842895637,munich
10011002,292.24386876872046,munich
10011003,61.651671516287344,munich
10011004,113.47571055992873,munich
10011005,99.26225828114913,munich
10011007,278.1095541053992,munich
10011008,324.2746494310902,munich
10011009,134.5289278287111,munich
10012001,271.57887888872347,munich
10012002,87.90971334570916,munich
10012003,220.58521837917195,munich
10012004,345.42432707719104,munich
10018001,87.99554527470343,munich
10018002,145.90852034163822,munich
10018003,96.16828232680517,munich
10018004,47.517688729983625,munich
10018005,66.31435117455537,munich
10018006,64.6389982074614,munich
10018007,175.4182728454793,munich
10018008,158.4647143164002,munich
10018009,178.64558285058328,munich
10018010,163.5214533461881,munich
10018011,132.71761762147054,munich
10018012,124.50391234779481,munich
10018013,70.63584912006583,munich
10018035,223.15221600633458,munich
10029001,97.87529282764572,munich
10029002,203.28618944089672,munich
10029003,244.75913302178228,munich
10029004,202.95041859393382,munich
10029005,158.49913341603792,munich
10029006,202.7097947744938,munich
10029007,197.48504126793807,munich
10029008,197.7161141860631,munich
10029009,258.98242602880293,munich
10029010,108.85744725120291,munich
10037001,125.63709013937965,munich
10037002,192.2449260626987,munich
10037003,241.32818848064295,munich
10037005,117.98980501004803,munich
10037006,70.081107588124,munich
10037007,125.53521494524658,munich
10038001,148.0286272126013,munich
10038002,133.56960020506253,munich
10038003,187.66435375603422,munich
10038004,270.199077511452,munich
10066001,152.85071815932906,munich
10066002,255.67757188995893,munich
10066003,179.92521333694725,munich
10066004,75.74217577022698,munich
10066006,215.3974463683275,munich
10066007,297.19529730587476,munich
10066008,282.01605989090666,munich
10069001,197.83296802962377,munich
10069002,245.52356290595657,munich
10069003,180.63067421158485,munich
10069005,247.94310217164497,munich
10069006,396.69438882775415,munich
10074001,137.75168696548928,munich
10074002,98.29017428297303,munich
10074004,100.66960904499697,munich
10074005,116.03817913202913,munich
10074006,156.4152714664995,munich
10074009,83.44652795604581,munich
10077001,61.42378211697352,munich
10077002,189.96625212927077,munich
10077003,212.3197240747887,munich
10077004,63.35083608498937,munich
10077005,63.09725947216798,munich
10077007,225.39035948634645,munich
10080001,161.2165852475677,munich
10080002,209.42591733449962,munich
10080003,211.61551030304696,munich
10080004,199.4143502779624,munich
10080005,167.85472606704107,munich
10080006,113.69263571563172,munich
10080007,93.4918111713281,munich
10080008,211.19033605505314,munich
10080009,141.55937758340622,munich
10087001,52.52806713092504,munich
10087002,396.5461963512335,munich
10087003,114.0234570168444,munich
10087004,353.51682219182044,munich
10087005,353.630945993956,munich
10087006,114.45013331734704,munich
10087007,63.65765214296034,munich
10087008,274.0647386724184,munich
10087009,341.3076556696674,munich
10092001,196.92903739404375,munich
10092002,160.57924466134148,munich
10092004,103.53135531516783,munich
10092006,80.99050578293253,munich
10092007,218.80847689304744,munich
10092008,87.15449080230927,munich
10092009,127.76346956062334,munich
10160001,157.38685329687078,munich
10160002,184.3247797966956,munich
10161005,167.16337241225102,munich
10174001,371.24103159225587,munich
10174002,210.187656307648,munich
10174003,189.6592605874902,munich
10190001,146.54951238419076,munich
10190002,162.22308292581775,munich
10190003,150.897965156453,munich
10190005,188.3101923167565,munich
10190006,122.83801280081418,munich
10220001,310.3750304369746,munich
10220002,77.63561919611699,munich
10241001,53.07353616858499,munich
10241002,23.323917023280472,munich
10241004,84.99213031548052,munich
10241005,84.00381419206957,munich
10241006,78.68643141711699,munich
10243001,104.3499303582502,munich
10243002,151.0985849048757,munich
10243003,94.80623639193423,munich
10243004,114.2862355606204,munich
10243005,251.85875904463916,munich
10243006,302.8249361961428,munich
10243007,63.040807853076004,munich
10243008,138.58585949583536,munich
10243009,123.62119172872639,munich
10243010,114.4017679354368,munich
10243011,315.41010339346366,munich
10243012,222.73325226575326,munich
10243013,145.90615773497063,munich
10259001,35.883394645473096,munich
10259002,178.30658176862482,munich
10259003,149.1114649286014,munich
10259004,177.70018038988846,munich
10259005,223.0098583124344,munich
10259006,240.2837689536583,munich
10259007,287.46461619412787,munich
10259008,95.8098794318157,munich
10259011,222.3603794209599,munich
10268001,61.176234135027535,munich
10268002,235.4306564219674,munich
10268004,71.71481357571935,munich
10268005,320.04653794105656,munich
10268008,101.07128458795549,munich
10274001,107.5527844895984,munich
10274002,109.58089764696254,munich
10274003,101.96268547982321,munich
10274005,67.2115891093023,munich
10274006,99.54199404962401,munich
10274009,138.83699830663974,munich
10275001,167.88507900439978,munich
10275002,143.4427454415869,munich
10275003,75.55528526320829,munich
10275004,67.45803218413941,munich
10275005,75.28915497090873,munich
10275006,90.42190162665182,munich
10275007,35.14306539022692,munich
10275009,120.85892774034909,munich
10275010,147.4072019428985,munich
10275012,97.15604794375575,munich
10276001,113.04838942781697,munich
10276002,165.20928476386013,munich
10276003,63.79560942033962,munich
10276004,47.84031813686042,munich
10276005,253.18974282113905,munich
10276007,68.76852465113213,munich
10276008,86.88239218601394,munich
10276018,29.105135136364336,munich
10276020,68.53174525142934,munich
10276021,54.16818477046875,munich
10317002,210.88983910390667,munich
10317005,180.48276028624093,munich
10317006,56.704303135715264,munich
10317009,59.28656232083607,munich
10317010,165.63358169509695,munich
10317011,64.21265166505022,munich
10319001,216.2952089699836,munich
10319002,248.4545874948178,munich
10319004,66.1034959219037,munich
10319005,184.32630118404978,munich
10319006,180.39058417579213,munich
10319008,74.23928353524265,munich
10321001,161.6412591657572,munich
10321002,142.05776902093058,munich
10321003,149.92246743916633,munich
10367001,96.97222454974171,munich
10367002,88.300375093672,munich
10367003,97.06513772552263,munich
10367006,62.013184088975265,munich
10367007,203.90722525340465,munich
10367008,148.90664367604742,munich
10367009,190.76388615282104,munich
10367010,176.4601344669267,munich
10424001,139.66295593978745,munich
10424002,119.5073100802874,munich
10424003,183.56176732937962,munich
10424004,153.03487024901037,munich
10424005,16.1374244496498,munich
10424006,49.908228876717004,munich
10424007,101.4625006766301,munich
10424008,168.8004307324419,munich
10424009,172.93036078845176,munich
10424010,233.32896881746444,munich
10424011,217.58259480550112,munich
10424012,120.3149448835357,munich
10427001,275.46141725645543,munich
10427003,99.95382764748331,munich
10427005,142.37888035737947,munich
10427006,144.2485488561358,munich
10427008,116.53090808586487,munich
10427009,117.00771587989409,munich
10427010,222.36939173327636,munich
10427011,246.81644413168826,munich
10453001,151.49683271030634,munich
10453002,222.18379197405037,munich
10453003,62.964713443444374,munich
10453004,177.64363196774244,munich
10453005,69.66148700567526,munich
10453006,193.34026048430235,munich
10453007,38.87525991848159,munich
10453008,109.60607133504172,munich
10453009,236.15196877372415,munich
10532001,218.05355935784573,munich
10532002,121.64829194614637,munich
10532003,182.72884766745895,munich
10532004,185.8162239415821,munich
10547001,88.19374509418634,munich
10547003,78.40157528743423,munich
10547004,110.90507398744978,munich
10547005,135.55980944584695,munich
10547006,154.70326835979048,munich
10547007,105.14517290201546,munich
10547008,66.38912525649367,munich
10547009,182.2725637066468,munich
10547010,125.98441895695548,munich
10547011,36.42535726229832,munich
10547012,43.352257744464225,munich
10547013,39.92958117441856,munich
10547014,86.3570909548713,munich
10547015,67.14880210177074,munich
10575001,44.72910854009447,munich
10575002,218.39081732057443,munich
10575003,196.66817664586745,munich
10575004,33.63827062012339,munich
10575007,39.461985794170694,munich
10575008,295.7568701891735,munich
10575009,249.7204056725796,munich
10589001,118.20432948088452,munich
10589002,150.76236830445254,munich
10589003,167.05203981466263,munich
10589004,114.22644530768882,munich
10589005,149.85303276339087,munich
10589006,95.4940336774233,munich
10589007,168.33406842244847,munich
10599001,148.50701482815256,munich
10656001,256.23183268753246,munich
10656002,124.65390166083723,munich
10656003,158.10955334333048,munich
10656004,112.68410343022094,munich
10656005,212.03547640764816,munich
10656006,103.03551086712108,munich
10656007,68.48363748854658,munich
10656008,349.5771907760223,munich
10656009,233.66741989620368,munich
10656010,117.81268319265548,munich
10736001,103.53029815225065,munich
10736002,174.61581406608167,munich
10736003,146.89904322843043,munich
10736004,154.2278308030157,munich
10877001,162.07545743443248,munich
10877002,159.37030742068748,munich
10877003,127.78488951547486,munich
10877004,170.907842982084,munich
10926001,327.0063594778458,munich
10939003,36.97022348963248,munich
11012001,261.83741126968806,munich
11012002,253.6694720997508,munich
11012003,281.98975293702796,munich
11012005,240.40931160052423,munich
11012006,296.7286961279347,munich
11043001,130.57787821266606,munich
11043002,125.18922638278747,munich
11043003,76.19087931340242,munich
11044001,93.74718191313974,munich
11044003,23.888870857243163,munich
11044004,141.68105648814185,munich
11044005,108.5612489267038,munich
11044006,39.39803924168271,munich
11044014,62.243448228989344,munich
11055002,151.36365512989667,munich
11055003,173.1857580412587,munich
11055005,154.87372786726283,munich
11055006,140.54312478674942,munich
11055007,74.23185123716529,munich
11055008,70.07844459544113,munich
11101005,102.62310069004049,munich
11101006,281.7352520247338,munich
11101007,196.35708693195497,munich
11101008,171.3360726279516,munich
11101009,372.6205003866688,munich
11101010,326.3989214541405,munich
11140001,34.61922913301828,munich
11140002,43.45347358001089,munich
11180005,91.54135802469145,munich
11180006,116.77923418209892,munich
11238001,106.27356402272919,munich
11238002,137.32485960819912,munich
11238005,68.34513809056797,munich
11238006,166.26959279342694,munich
11273001,187.94366454682162,munich
11273002,135.40936148031608,munich
11273004,34.44776904955305,munich
11273005,97.51593275408872,munich
11273006,142.6932102085493,munich
GRT02_MORO_1071_2_1,364.68105340160935,rotterdam
GRT02_MORO_1071_2_2,507.9985369422092,rotterdam
GRT02_MORO_1076_2_1,319.6305779078274,rotterdam
GRT02_MORO_1076_2_2,339.85149963423555,rotterdam
GRT02_MORO_1091_2_1,283.71616678858817,rotterdam
GRT02_MORO_1099_2_1,480.0943672275055,rotterdam
GRT02_MORO_1105_2_1,257.5764447695684,rotterdam
GRT02_MORO_1105_2_2,452.85076810534014,rotterdam
GRT02_MORO_1105_2_3,298.8807607900512,rotterdam
GRT02_MORO_1112_2_1,198.86027798098024,rotterdam
GRT02_MORO_1112_2_2,512.4052670080468,rotterdam
GRT02_MORO_1112_2_3,364.0819312362838,rotterdam
GRT02_MORO_1120_2_1,100.02267739575713,rotterdam
GRT02_MORO_1123_2_1,96.87564008778347,rotterdam
GRT02_MORO_1127_2_1,278.34381858083395,rotterdam
GRT02_MORO_1127_2_2,305.60716898317486,rotterdam
GRT02_MORO_1132_2_1,336.57717629846377,rotterdam
GRT02_MORO_1132_2_2,326.3833211411851,rotterdam
GRT02_MORO_1138_2_1,324.2721287490856,rotterdam
GRT02_MORO_1138_2_2,436.74030724213605,rotterdam
GRT02_MORO_1138_2_3,198.96342355523043,rotterdam
GRT02_MORO_1145_2_1,205.15654718361375,rotterdam
GRT02_MORO_1145_2_2,472.8127286027798,rotterdam
GRT02_MORO_1145_2_3,179.25822970007314,rotterdam
GRT02_MORO_1153_2_1,310.6415508412582,rotterdam
GRT02_MORO_1153_2_2,132.20848573518654,rotterdam
GRT02_MORO_1158_2_1,91.59765910753475,rotterdam
GRT02_MORO_1158_2_2,394.5647403072421,rotterdam
GRT02_MORO_1175_2_1,328.1762984637893,rotterdam
GRT02_MORO_1175_2_2,497.6027798098025,rotterdam
GRT02_MORO_1180_2_1,316.3584491587418,rotterdam
GRT02_MORO_1180_2_2,445.93562545720556,rotterdam
GRT02_MORO_1199_2_1,112.69056327724945,rotterdam
GRT02_MORO_1199_2_2,306.1697147037308,rotterdam
GRT02_MORO_1204_2_1,381.3262618873446,rotterdam
GRT02_MORO_1210_2_1,321.06291148500367,rotterdam
GRT02_MORO_1213_2_1,296.4945135332846,rotterdam
GRT02_MORO_1217_2_1,179.62472567666424,rotterdam
GRT02_MORO_1217_2_2,240.86247256766643,rotterdam
GRT02_MORO_1222_2_1,142.4001463057791,rotterdam
GRT02_MORO_1222_2_2,258.69787856620337,rotterdam
GRT02_MORO_1228_2_1,75.68910021945867,rotterdam
GRT02_MORO_1228_2_2,228.6517922457937,rotterdam
GRT02_MORO_1228_2_3,154.4330651060717,rotterdam
GRT02_MORO_1234_2_1,262.8215069495245,rotterdam
GRT02_MORO_1234_2_2,319.2904169714704,rotterdam
GRT02_MORO_1241_2_1,270.47256766642283,rotterdam
GRT02_MORO_1241_2_2,331.93489392831015,rotterdam
GRT02_MORO_1246_2_1,137.05632772494513,rotterdam
GRT02_MORO_1246_2_2,187.71616678858814,rotterdam
GRT02_MORO_1252_2_1,226.4930504754938,rotterdam
GRT02_MORO_1256_2_1,216.77542062911485,rotterdam
GRT02_MORO_1261_2_1,319.59765910753475,rotterdam
GRT02_MORO_1264_2_1,336.8141916605706,rotterdam
GRT02_MORO_1277_2_1,465.629846378932,rotterdam
GRT02_MORO_1277_2_2,817.4594001463058,rotterdam
GRT02_MORO_1288_2_1,301.0358449158742,rotterdam
GRT02_MORO_1288_2_2,313.33650329188004,rotterdam
GRT02_MORO_1293_2_1,385.2772494513533,rotterdam
GRT02_MORO_1293_2_2,280.0885149963424,rotterdam
GRT02_MORO_1299_2_1,88.3145574250183,rotterdam
GRT02_MORO_1299_2_2,296.95391367959036,rotterdam
GRT02_MORO_1299_2_3,423.17117776152156,rotterdam
GRT02_MORO_1299_2_4,96.17117776152158,rotterdam
GRT02_MORO_1308_2_1,29.648449039881832,rotterdam
GRT02_MORO_1308_2_2,146.82443306510606,rotterdam
GRT02_MORO_1308_2_3,244.61741038771032,rotterdam
GRT02_MORO_1308_2_4,3.118507681053402,rotterdam
GRT02_MORO_1318_2_1,348.0592538405267,rotterdam
GRT02_MORO_1321_2_1,296.35698610095096,rotterdam
GRT02_MORO_1325_2_1,317.1967812728603,rotterdam
GRT02_MORO_1325_2_2,238.75347476225312,rotterdam
GRT02_MORO_1330_2_1,95.49524506217996,rotterdam
GRT02_MORO_1330_2_2,222.1953182150695,rotterdam
GRT02_MORO_1336_2_1,355.3650329188003,rotterdam
GRT02_MORO_1336_2_2,375.4937820043892,rotterdam
GRT02_MORO_1341_2_1,142.07534747622532,rotterdam
GRT02_MORO_1341_2_2,268.3386978785662,rotterdam
GRT02_MORO_1347_2_1,438.94367227505484,rotterdam
GRT02_MORO_1350_2_1,436.7286027798098,rotterdam
GRT02_MORO_1367_2_1,137.20775420629116,rotterdam
GRT02_MORO_1367_2_2,358.0950987564009,rotterdam
GRT02_MORO_1373_2_1,307.7815049864007,rotterdam
GRT02_MORO_1373_2_2,217.28377153218494,rotterdam
GRT02_MORO_1373_2_3,972.4161378059837,rotterdam
GRT02_MORO_1380_2_1,530.9385515727871,rotterdam
GRT02_MORO_1380_2_2,804.151426481346,rotterdam
GRT02_MORO_1387_2_1,0.0,rotterdam
GRT02_MORO_1387_2_2,0.0,rotterdam
GRT02_MORO_1387_2_3,0.0,rotterdam
GRT02_MORO_1387_2_4,0.0,rotterdam
GRT02_MORO_1395_2_1,521.2253108997805,rotterdam
GRT02_MORO_1395_2_2,362.9583028529627,rotterdam
GRT02_MORO_1395_2_3,6.781272860277981,rotterdam
GRT02_MORO_1401_2_1,418.2399414776884,rotterdam
GRT02_MORO_1401_2_2,515.9100219458669,rotterdam
GRT02_MORO_1408_2_1,564.4330651060717,rotterdam
GRT02_MORO_1411_2_1,535.5888807607901,rotterdam
GRT02_MORO_1415_2_1,449.1748354059985,rotterdam
GRT02_MORO_1418_2_1,522.3972201901975,rotterdam
GRT02_MORO_1422_2_1,153.93050475493783,rotterdam
GRT02_MORO_1422_2_2,489.99634235552304,rotterdam
GRT02_MORO_1427_2_1,167.08266276517924,rotterdam
GRT02_MORO_1427_2_2,478.0182882223848,rotterdam
GRT02_MORO_1492_2_1,415.94220921726406,rotterdam
GRT02_MORO_1497_2_1,30.73299195318215,rotterdam
GRT02_MORO_1497_2_2,291.77688368690565,rotterdam
GRT02_MORO_1497_2_3,171.35332845647403,rotterdam
GRT02_MORO_1503_2_1,220.34967081199707,rotterdam
GRT02_MORO_1503_2_2,159.11850768105342,rotterdam
GRT02_MORO_1509_2_1,32.08924652523775,rotterdam
GRT02_MORO_1509_2_2,217.52084857351866,rotterdam
GRT02_MORO_1509_2_3,91.7885881492319,rotterdam
GRT02_MORO_1516_2_1,414.74981711777616,rotterdam
GRT02_MORO_1516_2_2,803.5427944403804,rotterdam
GRT02_MORO_1516_2_3,115.08339429407462,rotterdam
GRT02_MORO_1524_2_1,232.86100950987563,rotterdam
GRT02_MORO_1524_2_2,224.48866130212144,rotterdam
GRT02_MORO_1524_2_3,311.74981711777616,rotterdam
GRT02_MORO_1524_2_4,432.7505486466715,rotterdam
GRT02_MORO_1524_2_5,0.0,rotterdam
GRT02_MORO_1680_2_1,245.84857351865398,rotterdam
GRT02_MORO_1680_2_2,264.5947329919532,rotterdam
GRT02_MORO_1685_2_1,385.4572055596196,rotterdam
GRT02_MORO_1685_2_2,350.8749085588881,rotterdam
GRT02_MORO_1691_2_1,124.3145574250183,rotterdam
GRT02_MORO_1691_2_2,477.50256035113387,rotterdam
GRT02_MORO_1691_2_3,434.4316020482809,rotterdam
GRT02_MORO_1698_2_1,272.96488661302124,rotterdam
GRT02_MORO_1698_2_2,183.83613752743233,rotterdam
GRT02_MORO_1698_2_3,72.51353328456474,rotterdam
GRT02_MORO_1717_2_1,362.02852962692026,rotterdam
GRT02_MORO_1720_2_1,283.0256035113387,rotterdam
GRT02_MORO_1724_2_1,214.72713972201902,rotterdam
GRT02_MORO_1724_2_2,396.9678127286028,rotterdam
GRT02_MORO_1724_2_3,588.3599122165325,rotterdam
GRT02_MORO_1724_2_4,79.50987564008778,rotterdam
GRT02_MORO_1731_2_1,287.56547183613753,rotterdam
GRT02_MORO_1731_2_2,402.46964155084123,rotterdam
GRT02_MORO_1739_2_1,229.0160936356986,rotterdam
GRT02_MORO_1739_2_2,289.45281638624726,rotterdam
GRT02_MORO_1744_2_1,218.3811265544989,rotterdam
GRT02_MORO_1744_2_2,322.7227505486467,rotterdam
GRT02_MORO_1769_2_1,513.2326261887345,rotterdam
GRT02_MORO_1774_2_1,446.29114850036575,rotterdam
GRT02_MORO_1780_2_1,209.3899049012436,rotterdam
GRT02_MORO_1780_2_2,294.1338697878566,rotterdam
GRT02_MORO_1780_2_3,58.05779078273592,rotterdam
GRT02_MORO_1786_2_1,239.4930504754938,rotterdam
GRT02_MORO_1786_2_2,325.99487929773227,rotterdam
GRT02_MORO_1793_2_1,44.17044623262619,rotterdam
GRT02_MORO_1793_2_2,194.23408924652523,rotterdam
GRT02_MORO_1798_2_1,114.21287490855889,rotterdam
GRT02_MORO_1798_2_2,123.441111923921,rotterdam
GRT02_MORO_1804_2_1,352.3584491587418,rotterdam
GRT02_MORO_1807_2_1,346.20043891733724,rotterdam
GRT02_MORO_1811_2_1,392.9319678127286,rotterdam
GRT02_MORO_1816_2_1,352.67666422823703,rotterdam
GRT02_MORO_1822_2_1,339.3423555230432,rotterdam
GRT02_MORO_1825_2_1,340.1675201170446,rotterdam
GRT02_MORO_1829_2_1,205.79517190929042,rotterdam
GRT02_MORO_1829_2_2,339.29188002926116,rotterdam
GRT02_MORO_1834_2_1,126.20848573518654,rotterdam
GRT02_MORO_1834_2_2,341.1704462326262,rotterdam
GRT02_MORO_1851_2_1,342.8910021945867,rotterdam
GRT02_MORO_1851_2_2,379.6349670811997,rotterdam
GRT02_MORO_1851_2_3,502.4264813460132,rotterdam
GRT02_MORO_1851_2_4,236.56547183613753,rotterdam
GRT02_MORO_1851_2_5,28.040234089246525,rotterdam
GRT02_MORO_1860_2_1,75.41697147037308,rotterdam
GRT02_MORO_1860_2_2,328.80395025603514,rotterdam
GRT02_MORO_1860_2_3,482.85076810534014,rotterdam
GRT02_MORO_1860_2_4,272.4732991953182,rotterdam
GRT02_MORO_1870_2_1,316.286027798098,rotterdam
GRT02_MORO_1870_2_2,233.13313825896122,rotterdam
GRT02_MORO_1878_2_1,140.91660570592538,rotterdam
GRT02_MORO_1878_2_2,284.710314557425,rotterdam
GRT02_MORO_1878_2_3,136.04901243599122,rotterdam
GRT02_MORO_1878_2_4,22.323335771762984,rotterdam
GRT02_MORO_1904_2_1,395.71470373079734,rotterdam
GRT02_MORO_1907_2_1,396.03511338697876,rotterdam
GRT02_MORO_1911_2_1,31.5932699341624,rotterdam
GRT02_MORO_1911_2_2,100.59107534747622,rotterdam
GRT02_MORO_1911_2_3,261.6100950987564,rotterdam
GRT02_MORO_1911_2_4,463.30138990490127,rotterdam
GRT02_MORO_1919_2_1,221.76956839795173,rotterdam
GRT02_MORO_1919_2_2,383.3152889539137,rotterdam
GRT02_MORO_1919_2_3,32.049743964886616,rotterdam
GRT02_MORO_1928_2_1,47.4572055596196,rotterdam
GRT02_MORO_1928_2_2,163.83174835405998,rotterdam
GRT02_MORO_1928_2_3,18.740307242136065,rotterdam
GRT02_MORO_1928_2_4,42.063643013899046,rotterdam
GRT02_MORO_1928_2_5,0.0,rotterdam
GRT02_MORO_1940_2_1,72.02414045354791,rotterdam
GRT02_MORO_1940_2_2,31.617410387710315,rotterdam
GRT02_MORO_1940_2_3,1.5888807607900512,rotterdam
GRT02_MORO_1940_2_4,6.743964886613021,rotterdam
GRT02_MORO_1940_2_5,103.77542062911485,rotterdam
GRT02_MORO_1940_2_6,0.032638259292837715,rotterdam
GRT02_MORO_1953_2_1,50.53035844915874,rotterdam
GRT02_MORO_1953_2_2,262.7622531089978,rotterdam
GRT02_MORO_1953_2_3,238.31236283833212,rotterdam
GRT02_MORO_1961_2_1,55.070958302852965,rotterdam
GRT02_MORO_1961_2_2,343.7973664959766,rotterdam
GRT02_MORO_1961_2_3,14.771762984637894,rotterdam
GRT02_MORO_1970_2_1,320.64008778346744,rotterdam
GRT02_MORO_1974_2_1,304.59546452084857,rotterdam
GRT02_MORO_1974_2_2,432.02414045354794,rotterdam
GRT02_MORO_1979_2_1,499.3584491587418,rotterdam
GRT02_MORO_1982_2_1,189.59473299195318,rotterdam
GRT02_MORO_1986_2_1,332.2516459400146,rotterdam
GRT02_MORO_1986_2_2,356.3657644476957,rotterdam
GRT02_MORO_1991_2_1,72.52231163130944,rotterdam
GRT02_MORO_1991_2_2,105.85369422092172,rotterdam
GRT02_MORO_2008_2_1,202.42867593269935,rotterdam
GRT02_MORO_2008_2_2,89.86832479882955,rotterdam
GRT02_MORO_2017_2_1,237.10753474762254,rotterdam
GRT02_MORO_2017_2_2,404.00585223116315,rotterdam
GRT02_MORO_2017_2_3,146.56327724945135,rotterdam
GRT02_MORO_2023_2_1,356.936356986101,rotterdam
GRT02_MORO_2023_2_2,207.3643013899049,rotterdam
GRT02_MORO_2030_2_1,273.9546452084857,rotterdam
GRT02_MORO_2033_2_1,308.91221653255303,rotterdam
GRT02_MORO_2037_2_1,75.31382589612289,rotterdam
GRT02_MORO_2037_2_2,194.8134601316752,rotterdam
GRT02_MORO_2042_2_1,134.256035113387,rotterdam
GRT02_MORO_2042_2_2,171.75054864667155,rotterdam
GRT02_MORO_2048_2_1,260.8222384784199,rotterdam
GRT02_MORO_2048_2_2,372.02852962692026,rotterdam
GRT02_MORO_2048_2_3,102.03072421360643,rotterdam
GRT02_MORO_2056_2_1,48.691294806144846,rotterdam
GRT02_MORO_2056_2_2,377.4601316752012,rotterdam
GRT02_MORO_2056_2_3,609.8756400877835,rotterdam
GRT02_MORO_2056_2_4,297.9656181419166,rotterdam
GRT02_MORO_2800_2_1,243.84272128749086,rotterdam
GRT02_MORO_2801_2_1,118.3145574250183,rotterdam
GRT02_MORO_2801_2_2,325.8346744696415,rotterdam
GRT02_MORO_2801_2_3,361.38478419897586,rotterdam
GRT02_MORO_5521_2_1,413.3152889539137,rotterdam
GRT02_MORO_5521_2_2,496.2443306510607,rotterdam
GRT02_MORO_5527_2_1,14.703730797366497,rotterdam
GRT02_MORO_5527_2_2,176.13752743233357,rotterdam
GRT02_MORO_5527_2_3,394.79956108266276,rotterdam
GRT02_MORO_5820_2_1,222.09436722750547,rotterdam
SRR01_178-89020-178_1,0.04402054292002935,rotterdam
SRR01_178-89020-178_2,0.02641232575201761,rotterdam
SRR01_181-89020-181_1,53.48516886930984,rotterdam
SRR01_187-187B-187_1,93.2781693587862,rotterdam
SRR01_187A-187-187_1,91.3566568771413,rotterdam
SRR01_188-188B-188_1,204.93105060506036,rotterdam
SRR01_188A-188-188_1,202.9460396039605,rotterdam
SRR01_191-191B-191_1,358.70765468329637,rotterdam
SRR01_191-191B-191_2,197.35123502078753,rotterdam
SRR01_191A-191-191_1,0.0,rotterdam
SRR01_191A-191-191_2,165.7044020542922,rotterdam
SRR01_191A-191-191_3,80.24221080948891,rotterdam
SRR01_89020-178-178_1,141.90946441672781,rotterdam
SRR01_89020-178-178_2,187.45957446808526,rotterdam
SRR01_89020-181-181_1,52.333382280959405,rotterdam
K101D11,194.7484370348318,zurich
K101D13,267.5081869604049,zurich
K101D14,213.33730276868116,zurich
K103D11,259.02947305745755,zurich
K103D13,77.49925573087228,zurich
K106D11,145.323012801429,zurich
K106D12,264.8883596308425,zurich
K106D14,89.84221494492408,zurich
K106D15,179.73206311402203,zurich
K106D16,103.06638880619232,zurich
K107D11,176.34415004465615,zurich
K107D12,101.04197677880322,zurich
K107D13,101.67907115212861,zurich
K107D19,183.5367668949092,zurich
K107D20,69.20512057159868,zurich
K107D21,210.37808871688003,zurich
K107D22,104.02500744269128,zurich
K109D11,20.327478416195298,zurich
K109D12,146.64483477225366,zurich
K109D13,147.08544209586185,zurich
K109D14,208.4013099136648,zurich
K109D15,108.03215242631735,zurich
K10D11,134.3256921702888,zurich
K10D12,281.1312890741292,zurich
K10D13,325.7933908901459,zurich
K10D14,322.3578445966061,zurich
K111D11,168.94909199166418,zurich
K113D11,164.24531110449539,zurich
K113D12,41.19083060434653,zurich
K113D15,166.79368859779697,zurich
K114D11,373.0395951175945,zurich
K116D11,379.32122655552246,zurich
K117D11,306.8175052098839,zurich
K117D13,167.82375707055672,zurich
K117D14,34.74248288181006,zurich
K117D15,178.20184578743672,zurich
K118D12,47.37124144090503,zurich
K118D14,52.37272997916047,zurich
K119D11,205.1027091396249,zurich
K119D12,47.26406668651384,zurich
K119D13,190.2113724322715,zurich
K119D14,30.693658827031854,zurich
K119D15,41.04197677880322,zurich
K119D16,18.309020541827923,zurich
K119D19,173.10509080083358,zurich
K119D20,82.26257814825841,zurich
K11D11,167.08544209586185,zurich
K11D12,165.8707948794284,zurich
K11D14,137.86245906519798,zurich
K11D16,141.97677880321524,zurich
K11D17,79.64275081869604,zurich
K11D19,44.54301875558202,zurich
K121D13,240.601369455195,zurich
K121D14,163.34027984519201,zurich
K121D15,73.87913069365882,zurich
K123D11,206.8532301280143,zurich
K123D19,202.5543316463233,zurich
K123D21,285.9065197975588,zurich
K124D11,199.11283119976184,zurich
K124D12,209.90771062816313,zurich
K128D11,162.63173563560582,zurich
K128D12,201.381363501042,zurich
K129D15,310.4495385531408,zurich
K129D16,145.12057159869008,zurich
K129D17,133.7660017862459,zurich
K129D18,143.28073831497468,zurich
K129D19,352.99196189342064,zurich
K12D11,222.5126525751712,zurich
K12D12,226.43643941649302,zurich
K12D14,84.26912771658232,zurich
K12D16,36.915748734742486,zurich
K12D17,296.0464423935695,zurich
K133D11,142.97707651086634,zurich
K133D12,95.36171479607026,zurich
K133D13,230.98541232509675,zurich
K133D15,221.63739208097647,zurich
K133D16,170.54480500148853,zurich
K133D17,391.72968145281334,zurich
K136D11,183.6796665674308,zurich
K136D12,128.4429889848169,zurich
K136D15,72.0333432569217,zurich
K136D16,104.27508186960405,zurich
K136D17,83.78684132182197,zurich
K138D11,136.65376600178624,zurich
K138D14,67.87139029473057,zurich
K138D15,149.9017564751414,zurich
