name,osmid,highway,oneway,length,bridge,geometry,maxspeed,lanes,ref,junction,tunnel,access,u,v,key,list?,detid
Willem van Gelderstraat,274414304,tertiary,True,48.24,,"LINESTRING (4.547754 51.9006432, 4.5477124 51.9007684, 4.5476102 51.9009421, 4.5476002 51.9009561, 4.5475319 51.9010533)",50,,,,,,2791426854,549942225,0,False,
,"[126710328, 189104220]",motorway,True,602.34,yes,"LINESTRING (4.5391039 51.9282021, 4.539085 51.928382, 4.5389914 51.9292039, 4.5388334 51.9298479, 4.5385974 51.9305309, 4.537984 51.9320154, 4.5374167 51.9331942, 4.5372425 51.933476)",100,2,A16,,,,44436264,44468388,0,False,
Goereesestraat,7512774,residential,False,18.375,,"LINESTRING (4.4844198 51.885792, 4.4844707 51.8858882, 4.4844961 51.8859503)",30,,,,,,5303061287,44238809,0,False,
Carnissesingel,7512775,residential,False,67.668,,"LINESTRING (4.4844198 51.885792, 4.4842568 51.8858206, 4.484188 51.8858312, 4.4836812 51.8859231, 4.4834772 51.8859694)",30,,,,,,5303061287,44238808,0,False,
Insulindestraat,7526021,residential,False,74.856,,"LINESTRING (4.468842 51.9338805, 4.4686742 51.9345457)",30,,,,,,44469034,44473142,0,False,
Insulindestraat,7526023,residential,False,63.413,,"LINESTRING (4.468842 51.9338805, 4.4689628 51.9333151)",30,,,,,,44469034,2266120821,0,False,
Troelstrastraat,7526025,residential,True,74.056,,"LINESTRING (4.468842 51.9338805, 4.467771 51.9337939)",30,,,,,,44469034,44468370,0,False,
Warmoldstraat,7516656,residential,False,26.355,,"LINESTRING (4.4642489 51.8809981, 4.4641743 51.8807656)",,,,,,,7728827181,6376526019,0,False,
Warmoldstraat,7516656,residential,False,73.67099999999999,,"LINESTRING (4.4642489 51.8809981, 4.4642882 51.8811946, 4.4642251 51.8812547, 4.463591 51.881289)",,,,,,,7728827181,44213647,0,False,
Wichardstraat,827885840,unclassified,False,22.262,,"LINESTRING (4.4642489 51.8809981, 4.4643815 51.8809039, 4.4644635 51.880848)",,,,,,,7728827181,1706290469,0,False,
Wiekstraat,7522378,residential,True,63.269,,"LINESTRING (4.4823689 51.933838, 4.4832433 51.9336561)",30,,,,,,44469039,44467759,0,False,
Jacob Catsstraat,229599693,residential,False,20.438,,"LINESTRING (4.4823689 51.933838, 4.4826004 51.9339538)",30,,,,,,44469039,44469624,0,False,
Jacob Catsstraat,"[229599692, 229599695]",residential,False,90.214,,"LINESTRING (4.4823689 51.933838, 4.4819559 51.933425, 4.4816861 51.9331445)",30,,,,,,44469039,44464587,0,False,
Pieter van Rijsselstraat,7315128,residential,False,99.833,,"LINESTRING (4.5509 51.9278, 4.5513066 51.9269379)",30,,,,,,44436272,44431750,0,False,
Dirkje Goedhartstraat,7315151,residential,False,64.007,,"LINESTRING (4.5509 51.9278, 4.5517984 51.9279563)",30,,,,,,44436272,44436771,0,False,
Dirkje Goedhartstraat,7315151,residential,False,62.596,,"LINESTRING (4.5509 51.9278, 4.5500103 51.9276739)",30,,,,,,44436272,44435686,0,False,
Schiedamseweg,7515183,tertiary,True,10.462,,"LINESTRING (4.4500407 51.9099399, 4.4499303 51.9098814, 4.4499245 51.909879)",50,,,,,,659786545,44349404,0,False,
Aelbrechtskade,49772237,tertiary,True,64.888,,"LINESTRING (4.4500407 51.9099399, 4.4499411 51.9100262, 4.449865 51.9100825, 4.4498245 51.9101113, 4.449451 51.9103959)",50,,,,,,659786545,632386750,0,False,
Nieuwe Binnenweg,397497469,residential,True,79.40599999999999,,"LINESTRING (4.4716059 51.9167483, 4.4716523 51.9167492, 4.4717731 51.9167437, 4.4720301 51.9167826, 4.4725937 51.9169026, 4.4727169 51.9169269)",50,,,,,,6486723378,4002905728,0,False,
Nieuwe Binnenweg,691296690,residential,False,145.447,,"LINESTRING (4.4716059 51.9167483, 4.470959 51.9166004, 4.4701299 51.9164107, 4.4696204 51.9162889)",50,,,,,,6486723378,6486723352,0,False,
Adriana Noorlandersingel,7315144,residential,True,122.283,,"LINESTRING (4.5553493 51.9278002, 4.554802 51.9286475, 4.554731 51.92883)",30,,,,,,44436277,44441274,0,False,
Clazina Kouwenbergzoom,"[94134425, 94134427, 94134436]",residential,False,23.476,yes,"LINESTRING (4.5553493 51.9278002, 4.5552849 51.9277835, 4.5551106 51.9277383, 4.5550332 51.9277191)",,,,,,,44436277,44435690,0,False,
Westersingel,7515137,tertiary,True,7.707000000000001,,"LINESTRING (4.4726577 51.9169858, 4.4726677 51.916975, 4.4726812 51.9169618, 4.4727169 51.9169269)",50,1,,,,,6486723383,4002905728,0,False,
Nieuwe Binnenweg,798629797,residential,True,76.822,,"LINESTRING (4.4726577 51.9169858, 4.4725472 51.9169594, 4.4717514 51.9167811, 4.4716059 51.9167483)",50,,,,,,6486723383,6486723378,0,False,
Wolstraat,7522450,residential,True,119.42699999999999,,"LINESTRING (4.4887851 51.9339571, 4.4886433 51.9339989, 4.4879584 51.934201, 4.4871955 51.9343954)",30,,,,,,44469049,44472513,0,False,
"['Zwaanshalskade', 'Nieuwe Hamelstraat']","[7522691, 503409820, 7522438]",residential,True,283.51000000000005,,"LINESTRING (4.4887851 51.9339571, 4.4890672 51.9340798, 4.4892672 51.9343743, 4.4892179 51.9344409, 4.4883127 51.9346815, 4.4883743 51.9347706, 4.4887672 51.9353387, 4.4877993 51.9355145)",30,,,,,,44469049,4937264832,0,True,
Spaansebocht,"[7531464, 510799039]",residential,True,53.457,,"LINESTRING (4.4363869 51.9212061, 4.4364769 51.921226, 4.4365227 51.9212379, 4.4366571 51.9212716, 4.4369872 51.9213477, 4.4371203 51.9213669)",,,,,,,44403521,44404011,0,False,
Spaansebocht,7531465,residential,False,121.735,,"LINESTRING (4.4363869 51.9212061, 4.4363017 51.9211867, 4.4349843 51.9208724, 4.4347288 51.9208153)",,,,,,,44403521,44401396,0,False,
,126730088,motorway,True,461.774,,"LINESTRING (4.4556239 51.9364897, 4.4550793 51.9362879, 4.4542431 51.9360005, 4.4534125 51.9357621, 4.4525619 51.9355528, 4.4517228 51.9354, 4.4493758 51.9349979)",100,4,A20,,,,44485447,44476443,0,False,
Oude Plantagedreef,7328806,residential,True,32.309,,"LINESTRING (4.5171579 51.9154591, 4.5171662 51.9156701, 4.5171665 51.9157496)",30,,,,,,306285384,44378348,0,False,
Oude Plantagedreef,"[7328480, 7328645, 515629067, 7328945, 7328946]",residential,False,281.914,,"LINESTRING (4.5171579 51.9154591, 4.5172574 51.9152244, 4.5173787 51.9149926, 4.5174634 51.9148931, 4.5176144 51.9147386, 4.5177783 51.9146278, 4.5178876 51.914554, 4.5181037 51.9144551, 4.5182001 51.9144114, 4.5187009 51.9143435, 4.5188153 51.9143315, 4.5189388 51.9143297, 4.5190888 51.9143315, 4.5192109 51.9143378, 4.5193906 51.9143617, 4.5195387 51.9143885, 4.5198752 51.9144675, 4.5201651 51.9145652)",30,,,,,,306285384,44372066,0,False,
Pijperstraat,691257544,tertiary,False,5.825,,"LINESTRING (4.4975355 51.9324466, 4.4976182 51.9324346)",50,2,,,,,1388317513,771254348,0,False,
Boezemstraat,7522315,secondary,True,57.833,,"LINESTRING (4.4975355 51.9324466, 4.4975238 51.9323971, 4.4975143 51.9323445, 4.4975044 51.9322582, 4.4974351 51.9319942, 4.4974411 51.9319311)",50,,S109,,,,1388317513,6486145721,0,False,
Pijperstraat,691257544,tertiary,False,197.70300000000003,,"LINESTRING (4.4975355 51.9324466, 4.4974764 51.9324534, 4.4974347 51.932459, 4.4972412 51.9324879, 4.4961499 51.9326028, 4.4949911 51.932727, 4.4948883 51.9327368, 4.4948072 51.9327371, 4.4946942 51.9327319)",50,2,,,,,1388317513,6486196446,0,False,
Hennewierstraat,7526696,residential,True,64.72,,"LINESTRING (4.4620285 51.9212664, 4.462962 51.9213519)",30,,,,,,44403528,622670897,0,False,
Hennewierstraat,7526699,residential,False,154.117,,"LINESTRING (4.4620285 51.9212664, 4.4622912 51.9198899)",,,,,,,44403528,44396991,0,False,
Adriaan Kooningsstraat,145990287,residential,False,97.758,,"LINESTRING (4.522787 51.8970879, 4.5234775 51.8978569)",,,,,,,528911179,771764265,0,False,
Cor Kieboomplein,7328275,residential,False,75.13,,"LINESTRING (4.522787 51.8970879, 4.5233902 51.8969954, 4.5236206 51.8969547, 4.5238496 51.8969258)",30,,,,,,528911179,528911196,0,False,
Cor Kieboomplein,7328275,residential,False,52.056,,"LINESTRING (4.522787 51.8970879, 4.5225409 51.8971288, 4.5220554 51.8972118)",30,,,,,,528911179,648837033,0,False,
Wildzang,7330690,residential,False,50.047,,"LINESTRING (4.5052784 51.8797259, 4.5058482 51.8800067)",30,,,,,,44206924,44208417,0,False,
Wildzang,7330690,residential,False,49.455,,"LINESTRING (4.5052784 51.8797259, 4.5047222 51.8794432)",30,,,,,,44206924,44205393,0,False,
Zonnehof,7330536,residential,True,170.10399999999998,,"LINESTRING (4.5052784 51.8797259, 4.5058764 51.8792366, 4.5069817 51.8786242)",30,,,,,,44206924,44201062,0,False,
Brielselaan,375381012,unclassified,False,10.084,,"LINESTRING (4.4765277 51.8935574, 4.4765686 51.8934703)",50,2,,,,,1243810636,44277437,0,False,
Laan op Zuid,27394833,secondary,True,147.376,,"LINESTRING (4.5069116 51.9026705, 4.5062516 51.9029083, 4.5050398 51.9033206)",50,2,S106,,,,2723662668,2723662670,0,False,
Laan op Zuid,"[266864157, 266864158]",residential,True,101.452,,"LINESTRING (4.5069116 51.9026705, 4.5068811 51.9027826, 4.5068652 51.9027947, 4.5068419 51.9028058, 4.5066741 51.9028645, 4.5063338 51.902989, 4.5062776 51.9030084, 4.5057612 51.9031805)",30,,,,,,2723662668,2495333353,0,False,
Laan op Zuid,27394833,secondary,True,53.833,,"LINESTRING (4.5050398 51.9033206, 4.5045166 51.9035351, 4.5043881 51.9035902)",50,2,S106,,,,2723662670,3479454458,0,False,
Mary Zeldenrust-Noordanuslaan,245609014,unclassified,False,66.95,,"LINESTRING (4.5398275 51.9338131, 4.5407721 51.9339658)",30,,,,,,44469074,44469646,0,False,
Corrie Hartonglaan,7315633,unclassified,False,263.11400000000003,,"LINESTRING (4.5398275 51.9338131, 4.5399601 51.9334904, 4.540004 51.9333081, 4.5400532 51.9331274, 4.5400998 51.9330295, 4.540223 51.9328556, 4.5403024 51.9327476, 4.5405157 51.9322286, 4.5408025 51.9315306)",30,,,,,,44469074,44455722,0,False,
Corrie Hartonglaan,7315777,unclassified,False,55.878,,"LINESTRING (4.5398275 51.9338131, 4.5396434 51.9342234, 4.5395679 51.9342845)",30,,,,,,44469074,44470822,0,False,
Lucie Vuylstekeweg,"[248290112, 381958820, 851267850, 248290116]",unclassified,False,71.301,yes,"LINESTRING (4.5398275 51.9338131, 4.5395912 51.9337749, 4.5394108 51.9337464, 4.5393385 51.9337345, 4.538821 51.9336517)",30,,,,,,44469074,44467781,0,False,
Meester Arend van der Woudenslaan,7330041,residential,True,118.436,,"LINESTRING (4.5198106 51.8798323, 4.5212662 51.8804042)",30,,,,,,44206933,44209924,0,False,
1e Opbouwstraat,7330074,residential,False,12.652,,"LINESTRING (4.5198106 51.8798323, 4.5197051 51.8799256)",30,,,,,,44206933,44207443,0,False,
1e Opbouwstraat,7330074,residential,False,51.736,,"LINESTRING (4.5198106 51.8798323, 4.5202236 51.8794431)",30,,,,,,44206933,44205404,0,False,
Zenostraat,7330127,residential,False,24.895,,"LINESTRING (4.525403 51.8798238, 4.5257221 51.8799302)",30,,,,,,44206934,44207952,0,False,
Zenostraat,7330127,residential,False,66.879,,"LINESTRING (4.525403 51.8798238, 4.5245458 51.8795379)",30,,,,,,44206934,44205916,0,False,
Zenostraat,7330039,residential,False,85.051,,"LINESTRING (4.525403 51.8798238, 4.5253151 51.8803153, 4.5253 51.8804, 4.5256 51.8804)",30,,,,,,44206934,44209928,0,False,
Burgemeester van Walsumweg,7521916,secondary,True,295.911,,"LINESTRING (4.4931265 51.921162, 4.493224 51.9211966, 4.493298 51.9212228, 4.4946009 51.9216623, 4.4946538 51.9216778, 4.4966376 51.9223472, 4.4967177 51.9223756, 4.4967691 51.9223937, 4.4969048 51.9224467)",50,2,,,,,44403542,44409850,0,False,GRT02_MORO_1325_2_1
Kipstraat,7523179,residential,False,14.295000000000002,,"LINESTRING (4.4931265 51.921162, 4.4930904 51.9212083, 4.4930725 51.9212311, 4.493036 51.9212778)",,2,,,,,44403542,44404060,0,False,
,7311457,unclassified,False,11.09,,"LINESTRING (4.5586152 51.9338157, 4.5585737 51.9339121)",,,,,,,44469078,44469654,0,False,
Rietkerkweg,"[96217984, 7311425, 96218001]",residential,True,48.224999999999994,yes,"LINESTRING (4.5586152 51.9338157, 4.5587236 51.9338333, 4.5588815 51.9338602, 4.5589589 51.9338803, 4.5590242 51.9339147, 4.5591512 51.9340529)",30,,,,,,44469078,44470244,0,False,
Haringvliet,7521739,residential,False,59.971,,"LINESTRING (4.4969084 51.9211564, 4.4976595 51.9214326)",,,,,,,44403545,44405030,0,False,
Hooimarkt,7521817,residential,False,23.233,,"LINESTRING (4.4969084 51.9211564, 4.4967473 51.9213402)",,,,,,,44403545,44404561,0,False,
Haringvliet,7521739,residential,False,268.76300000000003,,"LINESTRING (4.4969084 51.9211564, 4.4955997 51.9206699, 4.4954762 51.9206237, 4.494249 51.9201647, 4.4935473 51.9199136)",,,,,,,44403545,44397442,0,False,
Kees Pijlstraat,145991436,residential,False,87.925,,"LINESTRING (4.5238496 51.8969258, 4.5243913 51.8976424)",,,,,,,528911196,648839674,0,False,
Cor Kieboomplein,7328275,residential,False,81.94200000000001,,"LINESTRING (4.5238496 51.8969258, 4.5240672 51.8969014, 4.5242927 51.8968761, 4.5245234 51.8968502, 4.5246116 51.8968412, 4.5247523 51.8968245, 4.5250249 51.8967953)",30,,,,,,528911196,44293565,0,False,
Cor Kieboomplein,7328275,residential,False,75.13,,"LINESTRING (4.5238496 51.8969258, 4.5236206 51.8969547, 4.5233902 51.8969954, 4.522787 51.8970879)",30,,,,,,528911196,528911179,0,False,
Cor Kieboomplein,123611795,residential,False,44.00000000000001,,"LINESTRING (4.5238496 51.8969258, 4.5238224 51.8968669, 4.523688 51.8965763, 4.5236747 51.8965451)",,,,,,,528911196,1377770955,0,False,
2e Hogenbanweg,53737980,tertiary,True,63.924,,"LINESTRING (4.423633 51.9350801, 4.4242677 51.9353434, 4.4244044 51.935403)",50,,,,,,678398812,673549829,0,False,
Chris Bennekerslaan,27895961,residential,False,4.321,,"LINESTRING (4.5102832 51.9264558, 4.5102463 51.9264873)",,,,,,,306285406,771254605,0,False,
Chris Bennekerslaan,"[27895961, 672650468]",residential,False,95.888,,"LINESTRING (4.5102832 51.9264558, 4.5103949 51.9263578, 4.5104378 51.9262962, 4.5098115 51.925742)",30,,,,,,306285406,44426198,0,False,
Willem Ruyslaan,321883662,tertiary,True,60.06,,"LINESTRING (4.5102832 51.9264558, 4.5105734 51.9265587, 4.5107088 51.9266079, 4.5107934 51.9266429, 4.5108415 51.9266658, 4.5109072 51.9267012, 4.510988 51.9267496, 4.5110034 51.9267588)",50,,,,,,306285406,771254984,0,False,
Ruijsdaelstraat,7532428,residential,False,9.078,,"LINESTRING (4.4265094 51.9362835, 4.4264394 51.9363528)",30,,,,,,678398815,678398818,0,False,
2e Hogenbanweg,"[53737976, 754683907]",tertiary,True,68.279,,"LINESTRING (4.4265094 51.9362835, 4.4269615 51.9364697, 4.4270306 51.9365056, 4.4270675 51.9365229, 4.4271258 51.9365568, 4.4272292 51.9366053, 4.42727 51.9366232, 4.4273173 51.936641)",50,,,,,,678398815,1621776305,0,False,
Ruijsdaelstraat,7532428,residential,False,9.078,,"LINESTRING (4.4264394 51.9363528, 4.4265094 51.9362835)",30,,,,,,678398818,678398815,0,False,
2e Hogenbanweg,754683908,tertiary,True,77.533,,"LINESTRING (4.4264394 51.9363528, 4.4254953 51.9359689)",50,,,,,,678398818,1252180028,0,False,
Ruijsdaelstraat,7532428,residential,False,130.379,,"LINESTRING (4.4264394 51.9363528, 4.4263706 51.936421, 4.4260611 51.93671, 4.4258614 51.9368989, 4.4258356 51.9369233, 4.4256606 51.9370888, 4.4254443 51.937282, 4.4253899 51.9373305)",30,,,,,,678398818,44488406,0,False,
2e Hogenbanweg,53737976,tertiary,True,77.573,,"LINESTRING (4.4255688 51.9358957, 4.4265094 51.9362835)",50,,,,,,678398820,678398815,0,False,
Van Goijenstraat,459638707,residential,False,9.573,,"LINESTRING (4.4255688 51.9358957, 4.4254953 51.9359689)",,,,,,,678398820,1252180028,0,False,
Vuurplaat,842965108,tertiary,False,14.078,,"LINESTRING (4.5059597 51.906721, 4.5058182 51.9068127)",30,1,,,,,7863765861,44336614,0,False,
Vuurplaat,"[27394832, 589529372, 593297040]",tertiary,True,75.408,,"LINESTRING (4.5059597 51.906721, 4.5060034 51.9067369, 4.5060618 51.9067672, 4.5062439 51.9068678, 4.5065602 51.9070178, 4.506664 51.9070623, 4.5068155 51.9071451)","['50', '30']",1,,,,,7863765861,44337817,0,False,
Rotterdamse Rijweg,420478183,tertiary,False,10.058,,"LINESTRING (4.4250154 51.9357625, 4.4250905 51.9356848)",50,,,,,,678398822,678398823,0,False,
2e Hogenbanweg,754683908,tertiary,True,56.095,,"LINESTRING (4.4250154 51.9357625, 4.4245832 51.935575, 4.4243496 51.9354693)",50,,,,,,678398822,673549830,0,False,
2e Hogenbanweg,53737976,tertiary,True,40.314,,"LINESTRING (4.4250905 51.9356848, 4.4255688 51.9358957)",50,,,,,,678398823,678398820,0,False,
Rotterdamse Rijweg,420478183,tertiary,False,10.058,,"LINESTRING (4.4250905 51.9356848, 4.4250154 51.9357625)",50,,,,,,678398823,678398822,0,False,
Rotterdamse Rijweg,7532355,residential,False,97.071,,"LINESTRING (4.4250905 51.9356848, 4.4251571 51.935642, 4.4255953 51.9354891, 4.4263057 51.9352413)",30,,,,,,678398823,44477024,0,False,
Albert Cuijpstraat,7532383,residential,False,24.085,,"LINESTRING (4.4283108 51.9371445, 4.4281118 51.937323)",30,,,,,,678398826,44487900,0,False,
Albert Cuijpstraat,7532383,residential,False,10.769,,"LINESTRING (4.4283108 51.9371445, 4.4283979 51.9370639)",30,,,,,,678398826,678398828,0,False,
2e Hogenbanweg,53737975,residential,True,67.03099999999999,,"LINESTRING (4.4283108 51.9371445, 4.4277524 51.9368991, 4.4275963 51.9368265, 4.4275477 51.9368066, 4.4275167 51.9367929)",,,,,,,678398826,1621776431,0,False,
Polanenstraat,7319936,residential,True,100.08,,"LINESTRING (4.5146992 51.921171, 4.5133096 51.9214459)",30,,,,,,44403563,44404581,0,False,
Hoflaan,802175704,residential,False,45.556,,"LINESTRING (4.5146992 51.921171, 4.514794 51.9215765)",30,,,,,,44403563,44405044,0,False,
Hoflaan,464381495,residential,True,135.5,,"LINESTRING (4.5146992 51.921171, 4.5146824 51.920919, 4.5146649 51.9208177, 4.5146313 51.9207097, 4.5145703 51.9205604, 4.5144771 51.9203978, 4.5143637 51.9202334, 4.5142342 51.920069, 4.5141787 51.9200118)",30,,,,,,44403563,4140632790,0,False,
Albert Cuijpstraat,7532383,residential,False,10.769,,"LINESTRING (4.4283979 51.9370639, 4.4283108 51.9371445)",30,,,,,,678398828,678398826,0,False,
Jan Steenstraat,7532462,residential,False,9.793,,"LINESTRING (4.4282663 51.9370056, 4.4283445 51.9369319)",,,,,,,678398830,44486299,0,False,
2e Hogenbanweg,53737983,residential,True,11.109,,"LINESTRING (4.4282663 51.9370056, 4.4283979 51.9370639)",,,,,,,678398830,678398828,0,False,
's-Gravenwetering,7319108,residential,False,86.451,,"LINESTRING (4.5303629 51.9211806, 4.5291862 51.9214595)",30,,,,,,44403567,44404588,0,False,
"[""'s-Gravenweg"", 'Jan Vermeersingel']","[7319058, 7319010]",residential,False,210.06,,"LINESTRING (4.5303629 51.9211806, 4.5308392 51.9219903, 4.5308427 51.9220176, 4.5308268 51.9220513, 4.5308059 51.9220669, 4.5306447 51.9221013, 4.5299256 51.9222831, 4.5294699 51.9223464, 4.5294744 51.9224188)",30,,,,,,44403567,44409325,0,True,
"['Meindert Hobbemalaan', 'Jan Vermeersingel']","[7319265, 7319079]",residential,False,152.628,,"LINESTRING (4.5303629 51.9211806, 4.5301228 51.9207878, 4.5300242 51.9206301, 4.5288388 51.9209127)",30,,,,,,44403567,5494205140,0,True,
's-Gravenweg,"[381975384, 381975385, 7316027]",residential,False,49.813,yes,"LINESTRING (4.5426412 51.9212762, 4.5427657 51.9215661, 4.5427969 51.9216389, 4.5428256 51.9217095)",,,,,,,44403571,5443277563,0,False,
's-Gravenweg,"[740709629, 740709628, 7314973]",residential,False,50.562,yes,"LINESTRING (4.546907 51.9212411, 4.5470225 51.9215275, 4.547028 51.9215589, 4.547028 51.9216179, 4.547028 51.9216869)",,,,,,,44403573,44405517,0,False,
's-Gravenweg,"[740709626, 740709627, 7314983]",residential,False,48.898,yes,"LINESTRING (4.5474394 51.9212606, 4.5475378 51.9214948, 4.5475433 51.9215204, 4.5475518 51.9215737, 4.547555 51.9216261, 4.547556 51.9216921)",,,,,,,44403574,1712979738,0,False,
's-Gravenweg,"[740709630, 7314966, 740709631]",residential,False,50.516999999999996,yes,"LINESTRING (4.5479624 51.9212471, 4.5480779 51.9215184, 4.5480847 51.9215735, 4.5480898 51.9216147, 4.5480994 51.9216917)",,,,,,,44403577,44405523,0,False,
's-Gravenweg,"[740709632, 740709633, 7315091]",residential,False,48.690999999999995,yes,"LINESTRING (4.5486608 51.9212469, 4.5487795 51.9215603, 4.5487934 51.9215971, 4.5488223 51.9216733)",,,,,,,44403578,44405524,0,False,
Smitshoekseweg,"[589524479, 7512887]","['unclassified', 'residential']",False,98.998,,"LINESTRING (4.4820557 51.8692296, 4.4824438 51.8694867, 4.4824775 51.8696139, 4.4824662 51.8700238)",30,,,,,,44157825,44161610,0,False,
Schippersstraat,7517942,residential,False,28.669,,"LINESTRING (4.4403401 51.9109771, 4.4403007 51.9109309, 4.4401542 51.9107462)",30,,,,,,44354468,44353176,0,False,
Schiedamseweg,116042890,tertiary,False,13.817,,"LINESTRING (4.4403401 51.9109771, 4.4403755 51.9110208, 4.4403921 51.9110412, 4.4404226 51.9110903)",50,,,,,,44354468,44355362,0,False,
